Well identifier	Surface	MD
352(G)	top_J1-2	3418.60
352(G)	base_J1-2	3420.60
352(G)	top_J1-3A	3426.40
352(G)	base_J1-3A	3432.20
352(G)	top_J1-3	3432.20
352(G)	base_J1-3	3454.40
353(G)	BAJ	3122.00
353(G)	top_J1-2	3125.20
353(G)	base_J1-2	3129.00
353(G)	top_J1-3A	3137.00
353(G)	base_J1-3A	3143.60
353(G)	top_J1-3	3143.60
353(G)	base_J1-3	3164.80
354	BAJ	2780.80
354	top_J1-2	2782.00
354	base_J1-2	2787.40
354	top_J1-3A	2795.80
354	base_J1-3A	2802.20
354	top_J1-3	2802.20
354	base_J1-3	2820.20
354(G)	BAJ	2802.40
354(G)	top_J1-2	2805.20
354(G)	base_J1-2	2811.00
354(G)	top_J1-3A	2816.40
354(G)	base_J1-3A	2820.00
354(G)	top_J1-3	2820.00
354(G)	base_J1-3	2857.40
356(G)	BAJ	3120.20
356(G)	top_J1-2	3122.00
356(G)	base_J1-2	3127.00
356(G)	top_J1-3A	3134.40
356(G)	base_J1-3A	3139.40
356(G)	top_J1-3	3139.40
356(G)	base_J1-3	3159.20
357	BAJ	2718.40
357	top_J1-2	2719.40
357	base_J1-2	2723.60
357	top_J1-3A	2729.00
357	base_J1-3A	2735.20
357	top_J1-3	2735.20
357	base_J1-3	2751.60
358(G)	BAJ	2758.40
358(G)	top_J1-2	2759.80
358(G)	base_J1-2	2763.20
358(G)	top_J1-3A	2769.20
358(G)	base_J1-3A	2775.20
358(G)	top_J1-3	2775.20
358(G)	base_J1-3	2795.60
359	BAJ	2795.00
359	top_J1-2	2796.20
359	base_J1-2	2801.00
359	top_J1-MU	2804.60
359	base_J1-MU	2805.40
359	top_J1-3A	2808.20
359	base_J1-3A	2812.40
359	top_J1-3	2812.40
359	base_J1-3	2829.80
36	BAJ	2952.80
36	top_J1-2	2954.40
36	base_J1-2	2960.40
36	top_J1-3A	2969.40
36	base_J1-3A	2976.80
36	top_J1-3	2976.80
36	base_J1-3	2996.20
360(G)	BAJ	2984.60
360(G)	top_J1-2	2987.00
360(G)	base_J1-2	2992.90
360(G)	top_J1-3A	2998.00
360(G)	base_J1-3A	3001.20
360(G)	top_J1-3	3001.20
360(G)	base_J1-3	3036.00
361	BAJ	2812.20
361	top_J1-2	2813.00
361	base_J1-2	2818.00
361	top_J1-3A	2825.20
361	base_J1-3A	2831.60
361	top_J1-3	2831.60
361	base_J1-3	2845.20
361(G)	BAJ	3046.40
361(G)	top_J1-2	3047.60
361(G)	base_J1-2	3049.80
361(G)	top_J1-3A	3059.40
361(G)	base_J1-3A	3063.40
361(G)	top_J1-3	3063.40
361(G)	base_J1-3	3082.80
362	BAJ	3183.60
362	top_J1-2	3184.20
362	base_J1-2	3190.60
362	top_J1-3A	3197.60
362	base_J1-3A	3205.00
362	top_J1-3	3205.00
362	base_J1-3	3219.60
362(G)	BAJ	3298.80
362(G)	top_J1-2	3300.00
362(G)	base_J1-2	3303.80
362(G)	top_J1-3A	3312.00
362(G)	base_J1-3A	3319.20
362(G)	top_J1-3	3319.20
362(G)	base_J1-3	3339.60
364	BAJ	3038.80
364	top_J1-2	3040.00
364	base_J1-2	3046.00
364	top_J1-3A	3055.20
364	base_J1-3A	3061.40
364	top_J1-3	3061.40
364	base_J1-3	3078.80
366	BAJ	3111.00
366	top_J1-2	3112.20
366	base_J1-2	3117.80
366	top_J1-3A	3126.20
366	base_J1-3A	3130.40
366	top_J1-3	3131.20
366	base_J1-3	3150.40
368	BAJ	2724.00
368	top_J1-2	2725.00
368	base_J1-2	2729.60
368	top_J1-3A	2735.60
368	base_J1-3A	2742.20
368	top_J1-3	2742.20
368	base_J1-3	2758.60
370	BAJ	2787.80
370	top_J1-2	2788.80
370	base_J1-2	2793.80
370	top_J1-3A	2800.40
370	base_J1-3A	2806.98
370	top_J1-3	2806.98
370	base_J1-3	2821.80
372	BAJ	2829.20
372	top_J1-2	2830.20
372	base_J1-2	2834.60
372	top_J1-3A	2840.60
372	base_J1-3A	2848.44
372	top_J1-3	2848.44
372	base_J1-3	2861.00
372(G)	BAJ	2778.80
372(G)	top_J1-2	2780.80
372(G)	base_J1-2	2785.20
372(G)	top_J1-3A	2791.80
372(G)	base_J1-3A	2796.60
372(G)	top_J1-3	2796.60
372(G)	base_J1-3	2820.60
372_1	BAJ	2832.60
372_1	top_J1-2	2833.60
372_1	base_J1-2	2837.60
372_1	top_J1-3A	2844.00
372_1	base_J1-3A	2848.00
372_1	top_J1-3	2848.00
372_1	base_J1-3	2863.20
373(G)	BAJ	2753.20
373(G)	top_J1-2	2754.40
373(G)	base_J1-2	2757.00
373(G)	top_J1-3A	2764.20
373(G)	base_J1-3	2799.60
374	BAJ	2711.00
374	top_J1-2	2711.60
374	base_J1-2	2715.60
374	top_J1-3A	2722.60
374	base_J1-3A	2728.60
374	top_J1-3	2728.60
374	base_J1-3	2743.40
376	BAJ	2954.00
376	top_J1-2	2954.80
376	base_J1-2	2959.20
376	top_J1-3A	2967.00
376	base_J1-3A	2972.00
376	top_J1-3	2972.00
376	base_J1-3	2988.00
377(G)	BAJ	3076.00
377(G)	top_J1-2	3078.20
377(G)	base_J1-2	3081.40
377(G)	top_J1-3A	3089.20
377(G)	base_J1-3A	3095.20
377(G)	top_J1-3	3095.20
377(G)	base_J1-3	3116.20
379	BAJ	3135.20
379	top_J1-2	3136.40
379	base_J1-2	3142.20
379	top_J1-3A	3150.20
379	base_J1-3A	3155.80
379	top_J1-3	3155.80
379	base_J1-3	3172.80
381	BAJ	2950.20
381	top_J1-2	2950.80
381	base_J1-2	2956.00
381	top_J1-3A	2962.80
381	base_J1-3A	2969.40
381	top_J1-3	2969.40
381	base_J1-3	2985.80
382	BAJ	2829.20
382	top_J1-2	2830.40
382	base_J1-2	2835.60
382	top_J1-3A	2843.40
382	base_J1-3A	2849.90
382	top_J1-3	2849.90
382	base_J1-3	2864.00
383	BAJ	3105.20
383	top_J1-2	3106.00
383	base_J1-2	3109.80
383	top_J1-3A	3117.40
383	base_J1-3A	3121.40
383	top_J1-3	3121.40
383	base_J1-3	3138.00
383(G)	BAJ	3309.40
383(G)	top_J1-2	3311.00
383(G)	base_J1-2	3317.00
383(G)	top_J1-3A	3323.40
383(G)	base_J1-3A	3329.80
383(G)	top_J1-3	3329.80
383(G)	base_J1-3	3352.40
384(G)	BAJ	2960.60
384(G)	top_J1-2	2963.00
384(G)	base_J1-2	2968.80
384(G)	top_J1-3A	2975.20
384(G)	base_J1-3A	2981.80
384(G)	top_J1-3	2981.80
384(G)	base_J1-3	3002.80
385	BAJ	2798.20
385	top_J1-2	2799.20
385	base_J1-2	2803.60
385	top_J1-3A	2810.00
385	base_J1-3A	2817.40
385	top_J1-3	2817.40
385	base_J1-3	2830.60
385(G)	BAJ	2783.60
385(G)	top_J1-2	2785.20
385(G)	base_J1-2	2789.20
385(G)	top_J1-3A	2796.00
385(G)	base_J1-3A	2801.40
385(G)	top_J1-3	2801.40
385(G)	base_J1-3	2823.20
386(G)	BAJ	2830.80
386(G)	top_J1-2	2833.20
386(G)	base_J1-2	2837.40
386(G)	top_J1-3A	2844.20
386(G)	base_J1-3A	2853.40
386(G)	top_J1-3	2853.40
386(G)	base_J1-3	2865.60
387	BAJ	2842.40
387	top_J1-2	2843.20
387	base_J1-2	2847.00
387	top_J1-3A	2853.20
387	base_J1-3A	2859.20
387	top_J1-3	2859.20
387	base_J1-3	2871.00
387(G)	BAJ	2835.70
387(G)	top_J1-2	2838.10
387(G)	base_J1-2	2842.70
387(G)	top_J1-3A	2848.50
387(G)	base_J1-3A	2855.40
387(G)	top_J1-3	2855.40
387(G)	base_J1-3	2874.50
389	BAJ	3507.60
389	top_J1-2	3508.80
389	base_J1-2	3514.20
389	top_J1-3A	3523.20
389	base_J1-3A	3529.60
389	top_J1-3	3529.60
389	base_J1-3	3547.00
389(G)	BAJ	3266.00
389(G)	top_J1-2	3269.20
389(G)	base_J1-2	3272.80
389(G)	top_J1-3A	3282.40
389(G)	base_J1-3A	3288.80
389(G)	top_J1-3	3288.80
389(G)	base_J1-3	3320.80
391	BAJ	3338.00
391	top_J1-2	3338.80
391	base_J1-2	3344.00
391	top_J1-3A	3351.40
391	base_J1-3A	3356.80
391	top_J1-3	3356.80
391	base_J1-3	3375.00
393	BAJ	2964.40
393	top_J1-2	2965.40
393	base_J1-2	2970.80
393	top_J1-3A	2978.20
393	base_J1-3A	2982.80
393	top_J1-3	2982.80
393	base_J1-3	2999.40
395	BAJ	2975.60
395	top_J1-2	2977.00
395	base_J1-2	2982.60
395	top_J1-3A	2989.60
395	base_J1-3A	2993.80
395	top_J1-3	2993.80
395	base_J1-3	3011.20
397	BAJ	3137.20
397	top_J1-2	3138.40
397	base_J1-2	3142.20
397	top_J1-3A	3150.00
397	base_J1-3A	3153.20
397	top_J1-3	3153.20
397	base_J1-3	3169.60
397(G)	BAJ	3397.80
397(G)	top_J1-2	3399.20
397(G)	base_J1-2	3401.20
397(G)	top_J1-3A	3406.80
397(G)	base_J1-3A	3411.60
397(G)	top_J1-3	3411.60
397(G)	base_J1-3	3432.80
397_1	BAJ	3114.00
397_1	top_J1-2	3115.00
397_1	base_J1-2	3119.20
397_1	top_J1-3A	3126.80
397_1	base_J1-3A	3132.80
397_1	top_J1-3	3132.80
397_1	base_J1-3	3147.20
398	BAJ	2980.60
398	top_J1-2	2981.60
398	base_J1-2	2985.80
398	top_J1-3A	2993.20
398	base_J1-3A	2997.30
398	top_J1-3	2997.30
398	base_J1-3	3010.40
398(G)	BAJ	3205.00
398(G)	top_J1-2	3207.40
398(G)	base_J1-2	3210.40
398(G)	top_J1-3A	3218.20
398(G)	base_J1-3A	3223.20
398(G)	top_J1-3	3223.20
398(G)	base_J1-3	3249.00
399	BAJ	3083.00
399	top_J1-2	3084.20
399	base_J1-2	3089.20
399	top_J1-3A	3097.20
399	base_J1-3A	3101.20
399	top_J1-3	3101.20
399	base_J1-3	3120.00
400	BAJ	3118.80
400	top_J1-2	3119.60
400	base_J1-2	3124.60
400	top_J1-3A	3132.00
400	base_J1-3A	3138.00
400	top_J1-3	3138.00
400	base_J1-3	3155.60
400(G)	BAJ	2954.80
400(G)	top_J1-2	2957.40
400(G)	base_J1-2	2961.20
400(G)	top_J1-3A	2970.00
400(G)	base_J1-3A	2975.40
400(G)	top_J1-3	2975.40
400(G)	base_J1-3	2999.60
401(G)	BAJ	2767.20
401(G)	top_J1-2	2769.60
401(G)	base_J1-2	2772.20
401(G)	top_J1-3A	2781.60
401(G)	base_J1-3A	2787.80
401(G)	top_J1-3	2787.80
401(G)	base_J1-3	2812.60
402(G)	BAJ	3434.40
402(G)	top_J1-2	3436.40
402(G)	base_J1-2	3440.60
402(G)	top_J1-3A	3448.60
402(G)	base_J1-3A	3453.60
402(G)	top_J1-3	3453.60
402(G)	base_J1-3	3475.40
403	BAJ	3146.20
403	top_J1-2	3147.60
403	base_J1-2	3152.80
403	top_J1-3A	3159.60
403	base_J1-3A	3163.00
403	top_J1-3	3164.40
403	base_J1-3	3181.40
403(G)	BAJ	3222.60
403(G)	top_J1-2	3226.00
403(G)	base_J1-2	3229.80
403(G)	top_J1-3A	3237.60
403(G)	base_J1-3A	3242.60
403(G)	top_J1-3	3242.60
403(G)	base_J1-3	3261.40
405	BAJ	3341.80
405	top_J1-2	3343.00
405	base_J1-2	3346.40
405	top_J1-3A	3356.00
405	base_J1-3A	3361.00
405	top_J1-3	3361.00
405	base_J1-3	3377.20
406	BAJ	3214.20
406	top_J1-2	3216.00
406	base_J1-2	3220.00
406	top_J1-3A	3228.60
406	base_J1-3A	3235.40
406	top_J1-3	3235.40
406	base_J1-3	3247.40
407	BAJ	3324.00
407	top_J1-2	3325.00
407	base_J1-2	3330.40
407	top_J1-3A	3339.40
407	base_J1-3A	3346.60
407	top_J1-3	3346.60
407	base_J1-3	3363.60
408(G)	BAJ	3210.00
408(G)	top_J1-2	3212.80
408(G)	base_J1-2	3219.00
408(G)	top_J1-3A	3226.00
408(G)	base_J1-3A	3231.20
408(G)	top_J1-3	3231.20
408(G)	base_J1-3	3257.40
410(G)	BAJ	2925.40
410(G)	top_J1-2	2927.60
410(G)	base_J1-2	2933.60
410(G)	top_J1-3A	2939.00
410(G)	base_J1-3A	2947.00
410(G)	top_J1-3	2947.00
410(G)	base_J1-3	2977.00
411	BAJ	3116.40
411	top_J1-2	3117.60
411	base_J1-2	3122.90
411	top_J1-3A	3129.90
411	base_J1-3A	3137.80
411	top_J1-3	3137.80
411	base_J1-3	3151.00
412	BAJ	3054.40
412	top_J1-2	3055.40
412	base_J1-2	3060.40
412	top_J1-3A	3069.20
412	base_J1-3A	3079.20
412	top_J1-3	3079.20
412	base_J1-3	3091.40
412(G)	BAJ	2810.90
412(G)	top_J1-2	2813.30
412(G)	base_J1-2	2816.70
412(G)	top_J1-3A	2824.70
412(G)	base_J1-3A	2832.20
412(G)	top_J1-3	2832.20
412(G)	base_J1-3	2847.10
414	BAJ	3128.60
414	top_J1-2	3129.80
414	base_J1-2	3135.00
414	top_J1-3A	3143.40
414	base_J1-3A	3150.00
414	top_J1-3	3150.00
414	base_J1-3	3165.00
414(G)	BAJ	3194.40
414(G)	top_J1-2	3196.60
414(G)	base_J1-2	3198.80
414(G)	top_J1-3A	3207.20
414(G)	base_J1-3A	3213.40
414(G)	top_J1-3	3213.40
414(G)	base_J1-3	3235.40
419	BAJ	2816.40
419	top_J1-2	2817.80
419	base_J1-2	2822.60
419	top_J1-3A	2831.40
419	base_J1-3A	2838.40
419	top_J1-3	2840.00
419	base_J1-3	2852.80
421	BAJ	3044.40
421	top_J1-2	3045.40
421	base_J1-2	3049.80
421	top_J1-MU	3053.00
421	base_J1-MU	3056.60
421	top_J1-3A	3058.00
421	base_J1-3A	3063.80
421	top_J1-3	3063.80
421	base_J1-3	3081.80
422(G)	BAJ	3161.60
422(G)	top_J1-2	3164.20
422(G)	base_J1-2	3167.80
422(G)	top_J1-3A	3175.80
422(G)	base_J1-3A	3187.20
422(G)	top_J1-3	3187.20
422(G)	base_J1-3	3210.00
425	BAJ	2752.40
425	top_J1-2	2753.60
425	base_J1-2	2759.20
425	top_J1-3A	2767.20
425	base_J1-3A	2774.00
425	top_J1-3	2774.00
425	base_J1-3	2786.60
425(G)	BAJ	2857.80
425(G)	top_J1-2	2860.80
425(G)	base_J1-2	2865.00
425(G)	top_J1-3A	2874.60
425(G)	base_J1-3A	2884.20
425(G)	top_J1-3	2884.20
425(G)	base_J1-3	2909.40
427	BAJ	2817.20
427	top_J1-2	2819.00
427	base_J1-2	2823.20
427	top_J1-3A	2831.60
427	base_J1-3A	2838.00
427	top_J1-3	2838.00
427	base_J1-3	2853.00
429	BAJ	3209.80
429	top_J1-2	3211.00
429	base_J1-2	3215.80
429	top_J1-3A	3224.40
429	base_J1-3A	3232.00
429	top_J1-3	3232.00
429	base_J1-3	3245.40
432(G)	BAJ	2864.00
432(G)	top_J1-2	2866.40
432(G)	base_J1-2	2874.60
432(G)	top_J1-3A	2880.80
432(G)	base_J1-3A	2886.60
432(G)	top_J1-3	2886.60
432(G)	base_J1-3	2907.40
433	BAJ	2908.20
433	top_J1-2	2909.80
433	base_J1-2	2915.20
433	top_J1-3A	2923.20
433	base_J1-3A	2929.20
433	top_J1-3	2929.20
433	base_J1-3	2946.80
433(G)	BAJ	2904.60
433(G)	top_J1-2	2906.80
433(G)	base_J1-2	2912.80
433(G)	top_J1-3A	2919.40
433(G)	base_J1-3A	2925.20
433(G)	top_J1-3	2925.20
433(G)	base_J1-3	2949.80
434(G)	BAJ	3060.20
434(G)	top_J1-2	3061.80
434(G)	base_J1-2	3069.40
434(G)	top_J1-3A	3075.80
434(G)	base_J1-3A	3084.90
434(G)	top_J1-3	3084.90
434(G)	base_J1-3	3092.40
435(G)	BAJ	3072.00
435(G)	top_J1-2	3074.20
435(G)	base_J1-2	3077.80
435(G)	top_J1-3A	3085.20
435(G)	base_J1-3A	3091.00
435(G)	top_J1-3	3091.00
435(G)	base_J1-3	3108.20
436(G)	BAJ	3298.60
436(G)	top_J1-2	3301.40
436(G)	base_J1-2	3304.80
436(G)	top_J1-3A	3312.00
436(G)	base_J1-3A	3321.00
436(G)	top_J1-3	3321.00
436(G)	base_J1-3	3337.20
437	BAJ	2919.80
437	top_J1-2	2922.80
437	base_J1-2	2926.80
437	top_J1-3A	2935.40
437	base_J1-3A	2940.80
437	top_J1-3	2941.60
437	base_J1-3	2957.00
442	BAJ	2884.20
442	top_J1-2	2886.20
442	base_J1-2	2891.20
442	top_J1-3A	2899.40
442	base_J1-3A	2904.40
442	top_J1-3	2905.20
442	base_J1-3	2922.40
443(G)	BAJ	2900.80
443(G)	top_J1-2	2903.40
443(G)	base_J1-2	2907.20
443(G)	top_J1-3A	2915.80
443(G)	base_J1-3A	2921.60
443(G)	top_J1-3	2921.60
443(G)	base_J1-3	2944.60
445	BAJ	2941.40
445	top_J1-2	2942.90
445	base_J1-2	2946.40
445	top_J1-3A	2953.60
445	base_J1-3A	2959.00
445	top_J1-3	2959.00
445	base_J1-3	2972.00
446	BAJ	3203.20
446	top_J1-2	3204.40
446	base_J1-2	3207.60
446	top_J1-3A	3212.80
446	base_J1-3A	3218.20
446	top_J1-3	3218.20
446	base_J1-3	3231.60
446(G)	BAJ	3048.00
446(G)	top_J1-2	3050.40
446(G)	base_J1-2	3055.00
446(G)	top_J1-3A	3062.60
446(G)	base_J1-3A	3070.20
446(G)	top_J1-3	3070.20
446(G)	base_J1-3	3090.80
449	BAJ	3192.00
449	top_J1-2	3193.60
449	base_J1-2	3196.80
449	top_J1-3A	3202.20
449	base_J1-3A	3208.50
449	top_J1-3	3208.50
449	base_J1-3	3221.00
453(G)	BAJ	3040.80
453(G)	top_J1-2	3042.80
453(G)	base_J1-2	3048.80
453(G)	top_J1-3A	3053.80
453(G)	base_J1-3A	3061.80
453(G)	top_J1-3	3061.80
453(G)	base_J1-3	3085.80
454	BAJ	3025.60
454	top_J1-2	3027.40
454	base_J1-2	3031.20
454	top_J1-3A	3036.00
454	base_J1-3A	3040.60
454	top_J1-3	3040.60
454	base_J1-3	3054.60
455	BAJ	2998.20
455	top_J1-2	2999.40
455	base_J1-2	3003.60
455	top_J1-3A	3008.20
455	base_J1-3A	3013.30
455	top_J1-3	3013.30
455	base_J1-3	3026.20
455(G)	BAJ	3009.20
455(G)	top_J1-2	3011.40
455(G)	base_J1-2	3015.00
455(G)	top_J1-3A	3020.80
455(G)	base_J1-3A	3028.47
455(G)	top_J1-3	3028.47
455(G)	base_J1-3	3051.60
456	BAJ	3215.20
456	top_J1-2	3216.60
456	base_J1-2	3220.00
456	top_J1-3A	3225.00
456	base_J1-3A	3228.80
456	top_J1-3	3229.60
456	base_J1-3	3243.60
457	BAJ	2809.20
457	top_J1-2	2813.00
457	base_J1-2	2816.00
457	top_J1-3A	2821.20
457	base_J1-3A	2826.20
457	top_J1-3	2826.20
457	base_J1-3	2842.80
458	BAJ	2806.40
458	top_J1-2	2808.00
458	base_J1-2	2813.20
458	top_J1-3A	2817.40
458	base_J1-3A	2822.00
458	top_J1-3	2822.00
458	base_J1-3	2836.40
459	BAJ	2947.40
459	top_J1-2	2949.40
459	base_J1-2	2953.00
459	top_J1-3A	2958.00
459	base_J1-3A	2963.00
459	top_J1-3	2963.00
459	base_J1-3	2976.20
460	BAJ	3097.80
460	top_J1-2	3099.60
460	base_J1-2	3102.40
460	top_J1-3A	3108.00
460	base_J1-3A	3113.00
460	top_J1-3	3113.00
460	base_J1-3	3126.40
461	BAJ	2797.00
461	top_J1-2	2799.80
461	base_J1-2	2803.40
461	top_J1-3A	2808.60
461	base_J1-3A	2814.00
461	top_J1-3	2814.00
461	base_J1-3	2827.60
461(G)	BAJ	3072.20
461(G)	top_J1-2	3075.00
461(G)	base_J1-2	3081.00
461(G)	top_J1-3A	3086.80
461(G)	base_J1-3A	3095.20
461(G)	top_J1-3	3095.20
461(G)	base_J1-3	3120.40
462	BAJ	2711.40
462	top_J1-2	2713.60
462	base_J1-2	2716.20
462	top_J1-3A	2721.60
462	base_J1-3A	2727.00
462	top_J1-3	2727.00
462	base_J1-3	2740.20
463	BAJ	2734.40
463	top_J1-2	2735.60
463	base_J1-2	2740.20
463	top_J1-3A	2744.40
463	base_J1-3A	2749.10
463	top_J1-3	2749.10
463	base_J1-3	2768.40
463(G)	BAJ	3027.60
463(G)	top_J1-2	3030.40
463(G)	base_J1-2	3035.20
463(G)	top_J1-3A	3042.80
463(G)	base_J1-3A	3046.20
463(G)	top_J1-3	3046.20
463(G)	base_J1-3	3069.00
464	BAJ	2871.00
464	top_J1-2	2873.40
464	base_J1-2	2877.80
464	top_J1-3A	2882.60
464	base_J1-3A	2888.00
464	top_J1-3	2888.00
464	base_J1-3	2902.00
464(G)	BAJ	2799.00
464(G)	top_J1-2	2800.40
464(G)	base_J1-2	2801.80
464(G)	top_J1-3A	2807.60
464(G)	base_J1-3A	2814.00
464(G)	top_J1-3	2814.00
464(G)	base_J1-3	2831.00
465	BAJ	3099.60
465	top_J1-2	3102.20
465	base_J1-2	3105.80
465	top_J1-3A	3111.80
465	base_J1-3A	3118.00
465	top_J1-3	3118.00
465	base_J1-3	3129.80
466	BAJ	2810.60
466	top_J1-2	2812.20
466	base_J1-2	2815.80
466	top_J1-3A	2820.80
466	base_J1-3A	2826.00
466	top_J1-3	2826.00
466	base_J1-3	2843.60
467	BAJ	2746.00
467	top_J1-2	2748.60
467	base_J1-2	2752.60
467	top_J1-3A	2758.00
467	base_J1-3A	2763.00
467	top_J1-3	2763.00
467	base_J1-3	2780.40
468	BAJ	2762.40
468	top_J1-2	2764.40
468	base_J1-2	2769.40
468	top_J1-3A	2774.60
468	base_J1-3A	2780.00
468	top_J1-3	2780.00
468	base_J1-3	2796.60
469	BAJ	2927.20
469	top_J1-2	2929.80
469	base_J1-2	2934.80
469	top_J1-3A	2940.60
469	base_J1-3A	2946.70
469	top_J1-3	2946.70
469	base_J1-3	2962.40
470(G)	BAJ	3101.60
470(G)	top_J1-2	3104.80
470(G)	base_J1-2	3111.60
470(G)	top_J1-3A	3117.60
470(G)	base_J1-3A	3123.00
470(G)	top_J1-3	3123.00
470(G)	base_J1-3	3148.20
471	BAJ	2896.60
471	top_J1-2	2901.20
471	base_J1-2	2904.80
471	top_J1-3A	2910.40
471	base_J1-3A	2915.40
471	top_J1-3	2915.40
471	base_J1-3	2932.60
471(G)	BAJ	3002.20
471(G)	top_J1-2	3003.60
471(G)	base_J1-2	3007.00
471(G)	top_J1-3A	3012.40
471(G)	base_J1-3A	3018.80
471(G)	top_J1-3	3018.80
471(G)	base_J1-3	3044.40
472	BAJ	2936.80
472	top_J1-2	2939.60
472	base_J1-2	2943.80
472	top_J1-3A	2949.40
472	base_J1-3A	2954.60
472	top_J1-3	2954.60
472	base_J1-3	2968.20
472(G)	BAJ	2728.90
472(G)	top_J1-2	2730.70
472(G)	base_J1-2	2733.50
472(G)	top_J1-3A	2738.50
472(G)	base_J1-3A	2744.60
472(G)	top_J1-3	2744.60
472(G)	base_J1-3	2772.50
473	BAJ	3022.40
473	top_J1-2	3023.20
473	base_J1-2	3026.40
473	top_J1-3A	3031.60
473	base_J1-3A	3038.00
473	top_J1-3	3038.00
473	base_J1-3	3046.60
474(G)	BAJ	2915.20
474(G)	top_J1-2	2917.20
474(G)	base_J1-2	2920.00
474(G)	top_J1-3A	2925.60
474(G)	base_J1-3A	2933.20
474(G)	top_J1-3	2933.20
474(G)	base_J1-3	2955.80
476(G)	BAJ	3095.60
476(G)	top_J1-2	3097.80
476(G)	base_J1-2	3104.40
476(G)	top_J1-3A	3110.80
476(G)	base_J1-3A	3116.80
476(G)	top_J1-3	3116.80
476(G)	base_J1-3	3136.20
480(G)	BAJ	2797.00
480(G)	top_J1-2	2799.80
480(G)	base_J1-2	2804.20
480(G)	top_J1-3A	2809.60
480(G)	base_J1-3A	2816.60
480(G)	top_J1-3	2816.60
480(G)	base_J1-3	2839.20
483(G)	BAJ	2882.60
483(G)	top_J1-2	2884.60
483(G)	base_J1-2	2887.20
483(G)	top_J1-3A	2892.60
483(G)	base_J1-3A	2899.00
483(G)	top_J1-3	2899.00
483(G)	base_J1-3	2924.80
489(G)	BAJ	3003.80
489(G)	top_J1-2	3006.40
489(G)	base_J1-2	3011.20
489(G)	top_J1-3A	3018.00
489(G)	base_J1-3A	3023.40
489(G)	top_J1-3	3023.40
489(G)	base_J1-3	3049.00
490(G)	BAJ	2783.00
490(G)	top_J1-2	2785.40
490(G)	base_J1-2	2789.00
490(G)	top_J1-3A	2794.40
490(G)	base_J1-3A	2802.00
490(G)	top_J1-3	2802.00
490(G)	base_J1-3	2816.80
491(G)	BAJ	2979.40
491(G)	top_J1-2	2980.40
491(G)	base_J1-2	2982.80
491(G)	top_J1-3A	2988.40
491(G)	base_J1-3A	2994.70
491(G)	top_J1-3	2994.70
491(G)	base_J1-3	3013.40
496(G)	BAJ	3071.80
496(G)	top_J1-2	3074.20
496(G)	base_J1-2	3079.00
496(G)	top_J1-3A	3084.80
496(G)	base_J1-3A	3092.80
496(G)	top_J1-3	3092.80
496(G)	base_J1-3	3112.20
498(G)	BAJ	2881.40
498(G)	top_J1-2	2883.20
498(G)	base_J1-2	2887.80
498(G)	top_J1-3A	2893.40
498(G)	base_J1-3A	2900.40
498(G)	top_J1-3	2900.40
498(G)	base_J1-3	2927.40
500(G)	BAJ	3197.80
500(G)	top_J1-2	3199.20
500(G)	base_J1-2	3201.60
500(G)	top_J1-3A	3206.80
500(G)	base_J1-3A	3212.00
500(G)	top_J1-3	3212.00
500(G)	base_J1-3	3234.80
501(G)	BAJ	2889.60
501(G)	top_J1-2	2891.00
501(G)	base_J1-2	2893.40
501(G)	top_J1-3A	2898.80
501(G)	base_J1-3A	2906.60
501(G)	top_J1-3	2906.60
501(G)	base_J1-3	2923.80
506(G)	BAJ	3210.20
506(G)	top_J1-2	3212.60
506(G)	base_J1-2	3219.80
506(G)	top_J1-3A	3226.00
506(G)	base_J1-3A	3230.40
506(G)	top_J1-3	3230.40
506(G)	base_J1-3	3250.60
507(G)	BAJ	2974.00
507(G)	top_J1-2	2977.00
507(G)	base_J1-2	2982.60
507(G)	top_J1-3A	2987.80
507(G)	base_J1-3A	2995.00
507(G)	top_J1-3	2995.00
507(G)	base_J1-3	3015.80
508(G)	BAJ	2824.10
508(G)	top_J1-2	2825.70
508(G)	base_J1-2	2829.30
508(G)	top_J1-3A	2834.90
508(G)	base_J1-3A	2843.90
508(G)	top_J1-3	2843.90
508(G)	base_J1-3	2857.50
509	BAJ	2855.00
509	top_J1-2	2856.20
509	base_J1-2	2860.60
509	top_J1-3A	2868.80
509	base_J1-3A	2876.60
509	top_J1-3	2876.60
509	base_J1-3	2890.20
510(G)	BAJ	2966.60
510(G)	top_J1-2	2968.20
510(G)	base_J1-2	2970.40
510(G)	top_J1-3A	2976.00
510(G)	base_J1-3A	2984.40
510(G)	top_J1-3	2984.40
510(G)	base_J1-3	3006.00
512(G)	BAJ	3113.20
512(G)	top_J1-2	3115.40
512(G)	base_J1-2	3121.20
512(G)	top_J1-3A	3127.20
512(G)	base_J1-3A	3132.93
512(G)	top_J1-3	3132.93
512(G)	base_J1-3	3158.60
513(G)	BAJ	3126.00
513(G)	top_J1-2	3128.20
513(G)	base_J1-2	3135.60
513(G)	top_J1-3A	3143.00
513(G)	base_J1-3A	3147.60
513(G)	top_J1-3	3147.60
513(G)	base_J1-3	3155.20
514(G)	BAJ	2916.20
514(G)	top_J1-2	2917.80
514(G)	base_J1-2	2921.80
514(G)	top_J1-3A	2927.40
514(G)	base_J1-3A	2931.80
514(G)	top_J1-3	2931.80
514(G)	base_J1-3	2948.60
